,ROOM,FLOR,AREA,TYPE,EVAL,PRIC,OLD,SUBC,SUBD,CEDT,DISC
57,3,0,188.99,2,1,85190,2007,3,741,9.63396725140373,3
58,3,2,149.23,0,1,54279,2005,2,507,10.824084921743912,3
59,3,1,88.04,0,1,61336,1992,1,780,7.312206878588953,3
60,3,1,126.11,0,1,70574,1997,1,703,12.315460184737733,3
61,3,1,169.93,0,1,71089,2001,4,192,6.690588727319167,3
62,3,1,145.08,2,1,96361,2013,1,468,16.45811776965242,3
63,3,0,129.13,1,1,112290,2005,3,489,7.425225122565766,3
64,2,0,83.48,1,1,65286,2001,2,784,9.3067437509354,3
65,3,1,144.8,1,1,160912,2003,1,318,3.3502785806864814,3
66,3,2,149.61,2,1,96919,2005,2,206,5.177636114158356,3
67,1,0,49.61,1,1,110865,2004,2,755,3.982945024700276,3
68,2,1,81.09,2,1,130103,1999,4,606,2.6438079504628345,3
69,3,2,125.05,0,1,111876,2008,1,281,3.8043878724122275,3
70,3,1,69.69,0,1,110203,2006,3,471,2.4551854140521203,3
71,2,2,85.03,0,1,82912,2009,1,208,4.571571097115461,3
72,2,0,70,2,0,114286,1998,2,568,4.230286818326689,3
73,2,2,91.44,1,1,92958,2009,3,558,5.16829113054429,3
74,1,1,60.75,2,1,116873,2004,3,630,2.817838974105503,3
75,3,1,146.12,1,1,109500,2004,2,899,5.342930227429744,3
76,2,1,73.18,2,0,115469,2003,3,474,2.07101530087905,3
77,3,2,105.71,0,1,121086,2002,1,161,3.375767683525626,3
78,3,1,91.17,2,1,109576,2004,2,374,2.6067357291019584,3
79,2,0,92.02,2,1,146708,2004,1,318,3.3502785806864814,3
80,3,1,79.67,1,1,116606,2009,1,186,4.686426573433995,3
81,3,2,104.9,0,1,112489,2007,3,471,2.4551854140521203,3
82,3,1,146.77,1,1,101861,2002,2,619,4.096723596327773,3
83,2,1,76.19,2,0,119045,1992,1,617,3.5155466167899356,3
84,1,2,64.05,0,1,96800,2004,1,639,4.236044397513366,3
85,1,1,67.94,2,1,96409,2004,1,905,5.215087631236927,3
86,2,0,54.32,2,0,112298,1979,3,434,1.589162992148523,3
87,1,2,49.45,2,1,125177,2009,1,186,4.686426573433995,3
88,2,0,58.25,2,0,90988,1991,2,686,4.2036283701092545,3
89,2,2,88.33,2,1,105967,2004,3,630,2.817838974105503,3
90,2,2,52.03,2,0,125313,1981,2,863,2.7422686911193646,3
91,1,0,51.12,1,1,115024,2009,1,186,4.686426573433995,3
92,1,2,60.84,0,1,108482,2006,4,696,2.690184324863224,3
93,2,0,76.42,2,1,103115,2003,1,606,2.989730548793862,3
94,1,1,45.43,2,1,96633,2005,2,206,5.177636114158356,3
95,2,0,75.24,0,1,132377,2002,1,664,4.134592529769408,3
96,2,1,68.38,2,0,111144,2003,3,474,2.07101530087905,3
97,3,1,69.54,0,1,109290,2006,3,471,2.4551854140521203,3
98,1,1,47.86,1,1,112830,2005,1,300,3.7370676329790466,3
99,1,1,75.51,2,1,124222,1999,1,722,3.062859635274981,3
100,2,1,74.36,0,1,84455,2000,2,519,4.449777215441797,3
101,3,1,143.55,2,1,120377,2004,2,899,5.342930227429744,3
102,4,2,266.01,1,1,103004,2005,2,866,4.437893639781176,3
103,1,1,55.47,2,0,117722,2005,1,538,2.9976174155722757,3
104,2,2,63.75,1,1,107451,2005,1,300,3.7370676329790466,3
105,2,0,80.49,2,1,109331,2004,3,630,2.817838974105503,3
106,2,1,75.48,1,1,73795,2007,3,266,4.808076420731245,3
107,2,1,118.64,2,1,119690,2005,1,426,3.6121370810991547,3
108,2,2,71.7,2,0,102511,1998,2,568,4.230286818326689,3
109,2,1,77.58,2,1,109565,2004,2,374,2.6067357291019584,3
110,2,2,68.7,2,0,113538,2003,2,483,3.0416943693450538,3
111,1,2,52.25,2,0,105072,2003,3,474,2.07101530087905,3
112,2,1,55.12,2,0,137519,1996,2,450,5.544109278166503,3
113,2,0,61.11,2,1,106366,1994,1,807,5.930271432003424,3
114,2,2,57.67,2,0,106642,1990,2,690,2.770359888737264,3
115,2,1,56.34,2,0,92297,1980,2,797,3.730268921567941,3
116,2,0,70.03,0,1,105098,2008,1,460,3.871683427780007,3
117,2,0,58.79,1,1,111924,1988,2,834,5.93994007565727,3
118,2,1,65.47,2,1,102337,1987,1,181,3.7176252590057492,3
119,2,0,46.79,2,1,112204,1980,1,181,3.7176252590057492,3
120,1,1,45.85,2,0,128245,1997,3,550,2.163296508587029,3
121,3,2,104.62,1,1,46741,2012,1,708,23.26414289945908,3
122,3,1,162.92,2,1,45299,2015,1,684,23.11929679872427,3
123,3,0,139.35,2,0,26481,2004,1,533,31.608618574620767,3
124,2,2,90.23,1,1,30478,2010,2,791,30.094131165811934,3
125,3,2,128.64,2,1,47342,2014,1,930,23.468757104879348,3
126,3,2,95.46,2,1,43788,2017,1,532,27.908946965789205,3
127,2,1,89.3,1,1,47929,2014,1,338,22.467935635847684,3
128,3,2,88.62,2,0,25728,2004,1,399,28.772823020922093,3
129,3,2,162.92,2,1,44071,2015,1,684,23.11929679872427,3
130,2,1,88.12,1,1,31208,2011,2,791,30.094131165811934,3
131,2,2,80.74,2,0,25019,2001,1,391,31.330969884652156,3
132,3,1,87.29,2,1,45252,2012,1,233,24.426459086075937,3
133,2,0,87.13,1,1,41662,2013,1,519,22.219840546545917,3
134,2,1,89.04,1,1,31335,2009,2,791,30.094131165811934,3
135,2,0,89.29,1,0,30127,2009,2,791,30.094131165811934,3
136,2,2,85.39,1,1,44385,2014,1,581,22.342200022028763,3
137,2,0,53.13,1,1,40467,2014,1,591,22.781173674833422,3
138,2,1,80.8,2,1,42451,2016,1,994,23.60809271543128,3
139,2,2,88.72,1,1,46777,2012,1,708,23.26414289945908,3
140,2,1,88.01,2,1,23748,2010,1,259,34.722857962977386,3
141,3,2,108.53,2,1,42293,2015,1,603,19.541102023092744,3
142,2,1,73.73,2,1,26991,2016,1,253,35.97002362888286,3
143,3,1,95.64,2,1,43392,2016,1,994,23.60809271543128,3
144,2,2,69.23,1,1,37990,2016,1,722,31.376547112956658,3
145,3,1,137.94,2,0,26606,2004,1,533,31.608618574620767,3
146,2,1,55.82,0,1,35830,2014,1,591,22.781173674833422,3
147,1,1,58.01,1,1,32064,2010,2,791,30.094131165811934,3
148,3,0,100.73,2,1,39611,2015,1,233,24.426459086075937,3
149,2,0,100.54,0,1,28646,2009,1,533,31.608618574620767,3
150,3,0,87.86,2,1,26634,2010,1,259,34.722857962977386,3
151,2,2,78.23,0,1,36815,2015,1,711,22.484273040129636,3
152,3,1,94.96,2,1,43703,2016,1,994,23.60809271543128,3
153,2,2,67.87,2,0,20923,1994,1,444,35.691893876965366,3
154,3,0,88.27,2,1,44750,2011,1,233,24.426459086075937,3
155,2,1,86.6,2,1,23557,2010,1,259,34.722857962977386,3
156,2,0,94.26,2,0,27053,2004,1,399,28.772823020922093,3
157,3,2,100.18,2,1,22460,2016,2,571,39.92423564699592,3
158,3,2,125.73,1,1,42870,2014,1,579,28.230954912374106,3
159,2,1,87.15,1,1,39358,2013,1,690,21.888437602551775,3
160,3,0,121.25,2,1,47753,2015,1,950,23.360017276405046,3
161,1,1,51.06,2,0,30161,2004,2,578,29.462377155650195,3
162,3,0,119.61,1,1,45900,2013,1,813,23.350113217975586,3
163,2,1,80.8,2,1,41956,2016,1,994,23.60809271543128,3
164,3,1,88.08,2,1,43370,2011,1,233,24.426459086075937,3
165,2,2,69.74,1,1,44738,2014,1,338,22.467935635847684,3
166,1,1,64.86,0,1,26365,2006,1,120,30.00327153052376,3
167,2,2,85.83,2,1,37050,2011,1,792,28.43607047244219,3
168,2,2,83.08,0,1,27083,2006,1,120,30.00327153052376,3
169,2,0,83.87,1,1,30882,2009,2,791,30.094131165811934,3
170,2,0,68.24,2,1,32972,2016,1,750,25.86015720029935,3
171,2,0,74.84,1,1,41289,2014,1,338,22.467935635847684,3
172,3,1,103.77,2,1,47124,2015,1,950,23.360017276405046,3
173,2,2,57.4,2,0,91987,1988,4,431,8.196208986290204,3
174,4,1,287.77,2,1,114675,2014,1,686,18.895061009176498,3
175,3,1,130.9,2,0,88618,1998,1,413,15.013671307773873,3
176,3,2,56.9,2,0,94728,1982,4,431,8.196208986290204,3
177,2,1,57.15,2,0,99738,1979,2,665,6.134769369582114,3
178,3,2,90.8,0,1,127754,1992,2,390,9.685245430464906,3
179,3,0,70.3,0,1,101707,1985,3,377,7.871698433842623,3
180,3,1,126.65,0,1,60719,2001,1,477,17.42151832560887,3
181,4,2,153.17,2,0,62611,2001,2,474,16.04658419368143,3
182,5,2,248.4,0,1,112722,2002,2,346,9.894867321900577,3
183,4,1,164.46,2,0,76615,2003,1,516,17.258459137174896,3
184,2,1,114.52,2,1,80161,2004,1,303,12.819236324697394,3
185,3,0,122.11,2,0,99910,2002,1,450,16.40265823210178,3
186,3,1,139.86,2,0,92093,2003,1,516,17.258459137174896,3
187,3,1,171.16,2,1,112176,2003,1,492,11.694776870572813,3
188,3,1,85.7,0,1,137690,1997,2,559,5.603914049365612,3
189,1,1,46.3,2,0,77322,1995,1,756,17.59049252125483,3
190,2,1,55.4,2,0,107401,1991,2,751,10.332666949751879,3
191,3,0,102.6,0,1,78461,1995,1,402,17.050216509747038,3
192,2,1,84.04,1,1,102333,2006,1,443,7.81421048122868,3
193,2,0,60.6,2,0,97360,1997,1,864,12.215658353795266,3
194,1,2,44.6,0,1,130045,1989,1,477,7.3987217281426245,3
195,2,1,57.7,2,0,103987,1984,2,645,10.018291541252703,3
196,1,2,44.57,0,1,120709,1988,1,634,8.425142846104638,3
197,3,2,150.73,2,1,94540,2011,1,563,17.48521899317965,3
198,3,1,142.44,2,1,130582,2006,1,492,11.694776870572813,3
199,4,2,161.1,2,0,90007,1997,1,872,9.63090434396678,3
200,3,2,132.64,2,1,109319,2004,1,697,10.079423191055387,3
201,3,1,117.95,1,1,95634,1995,2,725,9.784259300384605,3
202,3,1,114.87,1,1,73823,2004,2,927,17.60185614505095,3
203,3,1,167.49,0,1,112724,2003,1,930,7.84658143400031,3
204,1,1,47.1,2,0,100850,1997,1,864,12.215658353795266,3
205,2,1,84.86,0,1,147302,2002,2,718,10.669763362816258,3
206,1,2,43.5,1,1,122529,1986,1,950,8.216476215573149,3
207,1,1,45.5,2,0,103077,1996,1,828,5.662124013643746,3
208,2,2,54.13,1,1,98282,1982,1,260,7.301474270790083,3
209,3,0,94.13,2,0,86052,2011,1,664,19.2238695701705,3
210,3,0,58.9,2,0,99491,1983,1,393,10.916330126336504,3
211,2,2,60.9,2,0,90312,1994,1,841,10.063214913231251,3
212,2,1,74.29,1,1,86822,2010,1,359,10.536139499847447,3
213,2,2,87.45,0,1,84620,1997,1,409,12.129521476668199,3
214,3,1,145.76,0,0,95980,1999,1,862,15.637911244387814,3
215,3,1,175.09,2,1,159918,2000,2,726,10.885543279619927,3
216,3,1,144.53,0,1,105169,2003,2,346,9.894867321900577,3
217,3,1,96.7,2,0,80869,2000,1,789,11.779168676419246,3
218,3,0,77.4,2,0,102972,1993,2,725,9.784259300384605,3
219,3,0,76.3,2,0,95544,1989,2,665,6.134769369582114,3
220,1,0,48.52,0,1,36068,2009,1,993,20.338304203290726,3
221,3,2,114.71,2,0,41845,2001,1,967,25.03447108499071,3
222,3,2,126.15,2,1,49941,2011,2,830,23.248402353192976,3
223,4,1,153.49,2,0,40394,2000,1,901,25.28979053492935,3
224,2,1,65.82,2,0,43452,1999,1,258,23.493722178982907,3
225,2,0,87.41,1,1,54342,2014,1,716,24.516571644119566,3
226,2,1,87.02,2,1,44243,2005,3,560,24.645624815030388,3
227,3,2,143.37,1,1,48686,2005,1,341,22.179153413023222,3
228,3,1,125.34,2,1,62949,2005,2,807,25.280862717737925,3
229,3,0,121.49,0,1,36958,2004,1,381,19.242206401001614,3
230,3,1,120.96,2,1,44478,2005,3,560,24.645624815030388,3
231,3,1,127.94,2,1,50415,2005,1,993,20.338304203290726,3
232,2,1,53.79,2,0,39041,1981,1,587,22.638410113524593,3
233,2,0,92.31,2,1,48641,2003,1,257,24.529192621277208,3
234,2,1,93.3,1,1,49840,2011,2,830,23.248402353192976,3
235,2,1,102.89,1,1,41696,2004,1,520,20.828370230746263,3
236,2,0,93.84,2,1,44758,2005,1,993,20.338304203290726,3
237,2,0,101.52,2,0,43834,2002,1,684,20.803024638296982,3
238,3,1,122.54,2,1,48148,2005,1,416,21.231027333121926,3
239,2,2,92.39,2,1,55418,2004,1,504,24.787179151702997,3
240,2,1,100.6,2,0,43042,2004,2,732,21.5575286610923,3
241,1,2,61.23,1,1,44586,2009,2,335,23.638120485987383,3
242,2,1,89.55,1,1,59744,2015,1,716,24.516571644119566,3
243,3,0,122.63,2,0,40692,2004,1,660,20.182704399894337,3
244,3,0,148.01,1,1,45606,2010,2,861,23.199442112257202,3
245,3,0,134.98,2,0,48897,2005,1,967,25.209189544746142,3
246,3,1,124.76,2,0,39516,2004,1,198,20.537773676637165,3
247,2,0,101.38,2,0,47347,2005,1,144,24.854648138564226,3
248,1,1,46.11,2,0,43809,2004,1,944,20.79407025740454,3
249,2,0,98.26,2,1,40200,2011,3,515,24.80150623061706,3
250,2,2,91.64,1,1,54453,2011,1,716,24.516571644119566,3
251,2,1,90.33,1,1,51478,2016,2,525,24.72557749368384,3
252,2,0,98.32,1,1,45668,2004,1,795,23.66440938689388,3
253,2,1,70.88,2,0,33155,1997,1,533,23.7398223225769,3
254,3,2,69.54,2,0,34225,1983,1,997,13.089431172605147,3
255,1,2,59.76,2,0,42671,2000,1,901,25.28979053492935,3
256,2,1,101.41,2,1,38261,2010,1,725,23.600400192613577,3
257,1,2,73.57,0,1,40642,2004,2,453,20.26178524704923,3
258,2,1,77.19,1,1,36016,2007,1,594,24.98197574279754,3
259,2,1,99.17,2,1,39831,2006,1,725,23.600400192613577,3
260,1,2,67.26,1,1,41035,2008,1,692,23.55696315987786,3
261,1,0,49.71,0,1,42044,2018,2,389,22.31575963608289,3
262,1,1,44.8,2,0,46206,2004,1,660,20.182704399894337,3
263,1,1,53.68,0,1,38935,2009,1,993,20.338304203290726,3
264,1,1,42.99,2,0,52571,2004,1,803,21.280581957891588,3
265,1,2,46.24,1,1,55148,2006,1,985,24.072125197960112,3
266,2,1,80.6,2,0,50869,2002,1,257,24.529192621277208,3
267,2,2,91.4,2,1,43545,2012,1,489,22.890575264218057,3
268,2,1,84.44,2,0,46779,2003,1,740,19.808522817999133,3
269,1,1,65.09,1,1,59610,2011,1,716,24.516571644119566,3
270,3,0,133.47,2,0,112385,1997,2,252,3.9056742973003034,3
271,2,0,71.49,0,1,100714,1986,1,886,4.977809210421434,3
272,2,1,63.79,2,1,115693,1999,2,373,3.7331040247780614,3
273,3,1,78.63,2,1,111917,1981,1,462,3.3101998386289195,3
274,2,0,61.5,2,0,132521,1992,3,595,5.562755579356438,3
275,2,2,58.29,2,0,99503,1987,1,872,4.218178114689799,3
276,3,1,90.52,2,0,102188,1998,2,373,3.7331040247780614,3
277,1,0,58.18,0,1,109316,2000,1,763,5.193130101064384,3
278,2,1,57.8,2,0,142907,1983,3,633,4.268468599068213,3
279,2,1,59.44,2,0,117766,1992,3,859,3.92538535225992,3
280,2,1,107.9,0,1,88045,2006,2,719,5.577729647730702,3
281,4,2,200.78,1,1,136369,2002,2,237,3.156921728383094,3
282,3,1,83.6,2,0,123565,2003,2,407,4.74333716322682,3
283,3,1,110.5,2,0,127874,1993,2,653,5.163683817013792,3
284,3,0,76.9,2,1,173603,1983,5,523,2.712694111684919,3
285,2,0,82.8,0,1,135870,1987,1,0,5.119472111152228,3
286,2,1,53.97,2,0,103577,1980,1,855,5.3612807105363585,3
287,1,0,55.17,2,0,155882,2003,1,821,5.149484856813683,3
288,3,0,85.9,0,1,125728,1987,1,962,5.138847757402125,3
289,1,0,54.86,0,1,110828,2004,2,335,5.722656626482352,3
290,3,0,79.5,0,1,123271,1989,1,560,3.883554021453975,3
291,2,1,108.55,0,1,101244,2000,1,350,5.265621199304051,3
292,2,0,108.31,1,1,100638,2007,2,424,6.509030922070913,3
293,3,2,84.92,0,1,144843,2005,1,913,5.266026720629988,3
294,3,0,98.5,2,0,167513,1994,1,864,4.1104207896644915,3
295,3,0,88.9,1,1,119011,1986,3,280,5.6830616194690675,3
296,3,1,148.17,2,1,112439,2004,2,744,5.539530284289839,3
297,3,1,97.5,0,1,158975,1997,2,799,5.832909396340707,3
298,3,0,66.3,2,0,135596,1982,2,372,4.003467830144969,3
299,3,0,67.6,0,1,147929,1987,1,969,5.611945750915518,3
300,2,1,56.7,2,0,156085,1988,1,887,6.028733660307834,3
301,2,0,72.15,2,0,110603,1956,3,370,3.4355697996057946,3
302,2,1,54.25,2,1,122765,1977,2,162,2.9233720736489417,3
303,2,1,61.23,2,0,140455,2003,3,199,5.45678823533745,3
304,1,1,47.28,2,0,135999,1996,3,619,3.330892951791011,3
305,2,0,115.88,1,1,140663,2005,3,588,4.489214396901288,3
306,1,1,30.31,0,1,174860,2007,2,537,5.441333582075879,3
307,4,0,165.7,2,0,159928,1962,1,273,4.969149533023485,3
308,2,0,60.7,2,1,149094,1982,1,792,4.875780002410017,3
309,1,1,54.91,1,0,102896,2002,2,426,2.6236582235361525,3
310,2,2,58.3,0,1,141510,1992,1,996,6.073641315384066,3
311,3,2,144.67,2,1,145158,2012,1,775,4.337344543013137,3
312,2,2,81.58,1,1,158127,2004,3,432,1.923532928056423,3
313,1,2,47.69,2,0,127910,1995,4,375,5.148403831323548,3
314,2,1,58.97,0,1,98356,1990,1,999,4.946554820089819,3
315,2,2,81.58,1,1,158127,2004,3,432,1.923532928056423,3
316,2,1,58.97,0,1,98356,1990,1,999,4.946554820089819,3
317,2,2,53.68,2,0,102460,1979,1,951,5.364099927916873,3
318,2,0,60.08,0,1,111352,1986,2,585,6.035413571311572,3
319,2,1,57.5,2,0,140000,1985,3,725,4.66755255846536,3
320,1,2,58.1,2,0,163512,1999,4,655,3.6595992010385316,3
321,2,1,55.55,2,1,111072,1980,3,787,3.833628813708138,3
322,2,2,65.84,2,0,115280,1999,1,748,3.788520326660532,3
323,3,0,84,2,0,152381,1992,1,834,4.7962197853734505,3
324,2,2,65.8,0,1,143618,1988,2,544,5.1022099434907915,3
325,2,0,66.07,2,1,114727,2000,2,373,3.7331040247780614,3
326,2,0,53.01,2,0,122619,1993,1,171,6.049816240332861,3
327,2,2,61,2,0,129181,1984,2,586,6.484760548038539,3
328,2,2,66.7,2,0,145428,1994,2,285,5.232078784919214,3
329,2,2,79,2,1,165823,1999,1,543,5.371052819442125,3
330,3,2,117.98,0,1,127141,2003,2,693,4.127672247942249,3
331,3,0,141.48,1,1,179955,2003,2,630,6.2490888967400835,3
332,3,1,76.85,2,1,105140,2003,1,310,5.296180116159102,3
333,4,1,112.6,2,0,128775,1950,1,715,4.8985351836464845,3
334,3,2,145.35,0,1,88614,2006,3,797,6.286227113340988,3
335,1,1,43.26,0,1,116274,2003,2,635,6.809161821146129,3
336,2,1,73.75,2,1,109560,1999,2,373,3.7331040247780614,3
337,1,2,60.33,1,1,111388,2009,3,297,6.259043385802541,3
338,2,1,123.65,2,1,141529,2004,3,450,4.858013453787868,3
339,2,1,54.19,2,0,106109,1980,2,793,5.823966996051045,3
340,2,0,54.15,2,0,113574,1986,1,462,3.3101998386289195,3
341,2,0,60.3,2,0,142621,1987,3,633,4.268468599068213,3
342,1,2,35.77,0,1,143976,2005,2,537,5.441333582075879,3
343,2,1,57.2,2,0,146504,1984,1,969,5.611945750915518,3
344,2,1,61.3,0,1,146004,1992,1,0,5.119472111152228,3
345,2,1,57.2,2,0,142483,1984,3,855,5.99990490699307,3
346,2,1,59.4,2,0,152862,1980,2,641,6.363272251265495,3
347,2,1,57.74,2,0,127815,1990,2,541,3.8590966770538757,3
348,2,2,53.8,2,0,110595,1984,1,230,6.276427513877208,3
349,3,2,71.4,2,0,121849,1980,2,937,4.6227210498637215,3
350,3,0,87.1,0,1,116878,1990,2,740,4.062818451323636,3
351,1,1,39.8,0,1,155528,1992,2,653,5.163683817013792,3
352,2,0,46.4,2,0,135776,1965,1,715,4.8985351836464845,3
353,2,2,58.1,2,0,117040,1988,2,526,4.878194123505233,3
354,1,2,47.36,2,1,130913,1999,4,608,2.3313787374615957,3
355,2,0,57.3,1,1,124957,1989,4,177,5.131757170302324,3
